trial,teammate_id,reward_ep0
0,1,17
1,0,0
2,2,18
3,1,18
4,3,6
5,1,17
6,0,12
7,4,5
8,3,6
9,3,6
10,3,6
11,2,18
12,0,12
13,0,0
14,2,18
15,1,17
16,4,5
17,3,6
18,0,0
19,1,17
20,4,5
21,1,17
22,0,0
23,0,0
24,4,5
25,2,17
26,1,17
27,3,6
28,3,6
29,0,13
30,3,5
31,4,5
32,3,6
33,1,17
34,1,17
35,0,0
36,4,5
37,4,5
38,3,5
39,0,12
40,0,12
41,0,12
42,0,0
43,0,0
44,3,6
45,1,17
46,0,0
47,3,5
48,2,18
49,1,17
50,1,17
51,0,0
52,1,17
53,2,18
54,3,6
55,1,17
56,4,5
57,1,17
58,2,18
59,0,13
60,4,5
61,3,5
62,1,17
63,0,0
64,1,17
65,2,17
66,0,0
67,1,17
68,3,5
69,2,17
70,4,5
71,0,0
72,4,5
73,1,17
74,0,0
75,2,17
76,4,5
77,1,17
78,4,5
79,0,0
80,1,17
81,4,5
82,2,18
83,2,17
84,0,12
85,1,17
86,4,5
87,1,17
88,1,17
89,0,12
90,2,17
91,4,5
92,2,18
93,2,17
94,4,5
95,0,0
96,4,5
97,0,0
98,3,6
99,3,6
