Reward,Frames
27,500
26,500
21,500
25,500
25,500
19,500
27,500
22,500
23,500
20,500
25,500
25,500
23,500
23,500
25,500
24,500
27,500
23,500
31,500
28,500
26,500
27,500
25,500
23,500
25,500
23,500
24,500
28,500
17,500
20,500
22,500
20,500
26,500
28,500
23,500
17,500
21,500
29,500
20,500
25,500
27,500
22,500
20,500
25,500
25,500
21,500
20,500
25,500
25,500
27,500
27,500
24,500
26,500
22,500
28,500
28,500
25,500
23,500
23,500
28,500
29,500
24,500
23,500
21,500
30,500
17,500
21,500
22,500
21,500
30,500
27,500
28,500
28,500
20,500
26,500
22,500
23,500
24,500
18,500
26,500
22,500
26,500
26,500
22,500
23,500
26,500
30,500
27,500
23,500
26,500
26,500
26,500
24,500
28,500
26,500
22,500
30,500
21,500
23,500
31,500
26,500
27,500
26,500
31,500
26,500
23,500
21,500
27,500
22,500
23,500
25,500
23,500
23,500
21,500
27,500
25,500
25,500
22,500
25,500
27,500
20,500
25,500
22,500
26,500
22,500
26,500
25,500
26,500
23,500
26,500
25,500
25,500
25,500
20,500
28,500
24,500
23,500
25,500
25,500
28,500
28,500
23,500
30,500
27,500
26,500
21,500
27,500
26,500
27,500
21,500
25,500
20,500
27,500
26,500
21,500
21,500
25,500
25,500
21,500
25,500
22,500
25,500
26,500
22,500
29,500
26,500
27,500
26,500
26,500
27,500
25,500
26,500
22,500
26,500
25,500
27,500
24,500
26,500
23,500
25,500
30,500
23,500
25,500
21,500
18,500
26,500
26,500
23,500
21,500
25,500
25,500
27,500
30,500
25,500
19,500
27,500
27,500
24,500
27,500
21,500
22,500
28,500
28,500
31,500
27,500
22,500
26,500
28,500
22,500
28,500
25,500
22,500
23,500
27,500
25,500
31,500
27,500
25,500
26,500
26,500
23,500
26,500
26,500
27,500
28,500
26,500
26,500
25,500
23,500
30,500
27,500
24,500
27,500
27,500
30,500
26,500
23,500
26,500
24,500
27,500
25,500
29,500
26,500
27,500
24,500
27,500
26,500
25,500
28,500
25,500
23,500
28,500
28,500
27,500
25,500
27,500
26,500
27,500
27,500
24,500
27,500
28,500
24,500
23,500
25,500
27,500
20,500
21,500
21,500
28,500
25,500
25,500
26,500
28,500
27,500
30,500
27,500
26,500
28,500
28,500
30,500
25,500
26,500
22,500
28,500
20,500
22,500
25,500
25,500
25,500
23,500
26,500
25,500
26,500
26,500
23,500
22,500
18,500
18,500
23,500
21,500
26,500
27,500
22,500
22,500
20,500
22,500
26,500
8,500
22,500
30,500
23,500
23,500
27,500
27,500
27,500
21,500
22,500
22,500
26,500
22,500
17,500
17,500
23,500
27,500
25,500
27,500
21,500
27,500
22,500
17,500
20,500
28,500
22,500
28,500
22,500
24,500
27,500
20,500
20,500
22,500
20,500
24,500
11,500
22,500
12,500
18,500
15,500
25,500
17,500
17,500
23,500
17,500
19,500
17,500
17,500
25,500
21,500
16,500
22,500
17,500
18,500
13,500
22,500
17,500
20,500
24,500
17,500
19,500
21,500
18,500
13,500
17,500
17,500
23,500
11,500
27,500
16,500
20,500
20,500
22,500
23,500
26,500
20,500
17,500
21,500
21,500
21,500
20,500
24,500
18,500
19,500
25,500
21,500
16,500
22,500
22,500
17,500
26,500
26,500
23,500
15,500
21,500
23,500
26,500
18,500
24,500
20,500
17,500
20,500
13,500
12,500
12,500
21,500
15,500
18,500
18,500
17,500
20,500
11,500
17,500
23,500
22,500
22,500
21,500
20,500
27,500
26,500
27,500
22,500
25,500
25,500
26,500
28,500
19,500
26,500
22,500
22,500
23,500
23,500
25,500
25,500
26,500
25,500
26,500
25,500
28,500
28,500
22,500
23,500
29,500
23,500
24,500
28,500
28,500
26,500
23,500
28,500
23,500
27,500
25,500
27,500
22,500
25,500
25,500
26,500
23,500
26,500
26,500
27,500
26,500
28,500
26,500
24,500
25,500
23,500
25,500
27,500
27,500
27,500
27,500
26,500
28,500
26,500
25,500
26,500
28,500
28,500
28,500
26,500
28,500
28,500
30,500
28,500
26,500
26,500
27,500
27,500
30,500
30,500
27,500
28,500
28,500
28,500
28,500
27,500
27,500
29,500
28,500
27,500
28,500
27,500
27,500
29,500
30,500
30,500
28,500
26,500
27,500
25,500
26,500
27,500
26,500
27,500
28,500
31,500
28,500
28,500
30,500
31,500
29,500
28,500
28,500
29,500
28,500
27,500
30,500
31,500
29,500
27,500
28,500
30,500
27,500
27,500
28,500
30,500
25,500
27,500
28,500
28,500
29,500
27,500
27,500
28,500
29,500
28,500
28,500
28,500
28,500
27,500
27,500
31,500
30,500
29,500
27,500
27,500
28,500
29,500
30,500
29,500
27,500
27,500
28,500
30,500
28,500
28,500
28,500
28,500
28,500
31,500
25,500
28,500
30,500
26,500
28,500
28,500
28,500
30,500
28,500
29,500
28,500
26,500
26,500
25,500
26,500
28,500
22,500
30,500
30,500
27,500
28,500
28,500
27,500
30,500
25,500
28,500
28,500
30,500
26,500
28,500
26,500
30,500
27,500
28,500
27,500
27,500
28,500
25,500
26,500
28,500
31,500
30,500
27,500
28,500
26,500
28,500
27,500
27,500
30,500
28,500
30,500
26,500
28,500
31,500
27,500
28,500
29,500
31,500
30,500
27,500
23,500
24,500
27,500
22,500
27,500
26,500
28,500
25,500
27,500
29,500
26,500
29,500
30,500
27,500
27,500
30,500
30,500
32,500
31,500
28,500
28,500
27,500
28,500
25,500
27,500
28,500
28,500
30,500
31,500
26,500
29,500
25,500
30,500
27,500
30,500
28,500
30,500
30,500
29,500
29,500
28,500
22,500
25,500
31,500
30,500
27,500
32,500
25,500
26,500
34,500
27,500
27,500
30,500
30,500
29,500
30,500
28,500
28,500
27,500
32,500
31,500
23,500
31,500
26,500
29,500
31,500
27,500
30,500
31,500
28,500
31,500
29,500
30,500
21,500
29,500
30,500
28,500
28,500
29,500
25,500
25,500
25,500
27,500
24,500
20,500
33,500
17,500
26,500
18,500
28,500
27,500
26,500
29,500
27,500
26,500
23,500
31,500
25,500
22,500
25,500
31,500
27,500
30,500
30,500
29,500
30,500
32,500
26,500
23,500
25,500
30,500
30,500
28,500
30,500
26,500
23,500
28,500
25,500
30,500
26,500
28,500
28,500
31,500
31,500
30,500
28,500
28,500
30,500
31,500
30,500
31,500
30,500
33,500
30,500
31,500
31,500
30,500
27,500
28,500
30,500
27,500
30,500
26,500
23,500
27,500
28,500
26,500
27,500
30,500
26,500
30,500
26,500
23,500
31,500
25,500
26,500
25,500
28,500
26,500
26,500
32,500
27,500
31,500
30,500
28,500
26,500
30,500
30,500
30,500
30,500
27,500
30,500
26,500
30,500
27,500
30,500
27,500
32,500
31,500
28,500
29,500
27,500
28,500
31,500
32,500
33,500
31,500
30,500
26,500
31,500
31,500
28,500
31,500
31,500
30,500
26,500
31,500
28,500
28,500
32,500
35,500
30,500
32,500
30,500
30,500
36,500
27,500
31,500
28,500
32,500
32,500
32,500
32,500
36,500
31,500
32,500
33,500
32,500
33,500
30,500
32,500
31,500
31,500
32,500
32,500
33,500
32,500
32,500
32,500
32,500
35,500
33,500
33,500
35,500
35,500
35,500
34,500
32,500
31,500
33,500
33,500
32,500
32,500
30,500
35,500
35,500
32,500
36,500
32,500
32,500
31,500
35,500
31,500
32,500
35,500
35,500
35,500
32,500
34,500
32,500
31,500
35,500
35,500
30,500
27,500
32,500
35,500
31,500
31,500
33,500
31,500
26,500
31,500
32,500
33,500
29,500
37,500
26,500
30,500
32,500
31,500
32,500
31,500
35,500
31,500
25,500
30,500
31,500
36,500
37,500
36,500
38,500
20,500
35,500
31,500
31,500
22,500
36,500
34,500
25,500
32,500
30,500
27,500
33,500
36,500
35,500
35,500
31,500
33,500
31,500
31,500
35,500
32,500
34,500
35,500
27,500
32,500
32,500
36,500
27,500
21,500
37,500
31,500
27,500
30,500
36,500
35,500
30,500
30,500
30,500
30,500
18,500
26,500
30,500
31,500
37,500
28,500
26,500
35,500
35,500
37,500
38,500
36,500
40,500
17,500
12,500
34,500
36,500
31,500
33,500
37,500
31,500
22,500
31,500
21,500
35,500
23,500
32,500
32,500
12,500
32,500
32,500
16,500
38,500
20,500
21,500
32,500
22,500
26,500
27,500
30,500
38,500
30,500
25,500
32,500
22,500
30,500
30,500
15,500
31,500
33,500
36,500
51,500
36,500
28,500
36,500
38,500
31,500
29,500
33,500
43,500
43,500
40,500
42,500
36,500
40,500
37,500
42,500
32,500
44,500
32,500
41,500
32,500
40,500
45,500
35,500
38,500
43,500
42,500
38,500
33,500
43,500
39,500
41,500
42,500
38,500
42,500
46,500
45,500
47,500
41,500
42,500
38,500
48,500
46,500
38,500
47,500
44,500
43,500
48,500
37,500
43,500
35,500
46,500
47,500
47,500
47,500
45,500
48,500
42,500
46,500
37,500
41,500
42,500
38,500
42,500
43,500
37,500
35,500
40,500
37,500
41,500
38,500
43,500
38,500
33,500
36,500
41,500
40,500
37,500
35,500
35,500
35,500
37,500
40,500
47,500
38,500
47,500
45,500
43,500
42,500
42,500
37,500
41,500
37,500
37,500
36,500
40,500
49,500
48,500
42,500
35,500
42,500
37,500
43,500
48,500
46,500
46,500
38,500
44,500
46,500
40,500
48,500
36,500
45,500
39,500
43,500
52,500
32,500
48,500
47,500
44,500
31,500
47,500
43,500
47,500
50,500
43,500
46,500
48,500
45,500
53,500
50,500
50,500
50,500
48,500
43,500
57,500
48,500
47,500
47,500
48,500
43,500
46,500
47,500
49,500
50,500
40,500
49,500
42,500
42,500
48,500
41,500
50,500
51,500
50,500
45,500
36,500
48,500
49,500
51,500
40,500
41,500
53,500
35,500
46,500
42,500
51,500
48,500
47,500
46,500
46,500
52,500
42,500
43,500
48,500
54,500
47,500
52,500
51,500
55,500
46,500
48,500
41,500
53,500
50,500
44,500
47,500
43,500
43,500
48,500
48,500
46,500
52,500
49,500
48,500
47,500
47,500
47,500
49,500
39,500
51,500
47,500
55,500
49,500
48,500
52,500
43,500
53,500
50,500
48,500
45,500
49,500
45,500
43,500
48,500
47,500
53,500
45,500
43,500
53,500
47,500
48,500
52,500
45,500
48,500
39,500
50,500
47,500
48,500
47,500
53,500
53,500
48,500
48,500
51,500
49,500
48,500
55,500
48,500
52,500
44,500
40,500
49,500
51,500
46,500
54,500
45,500
45,500
50,500
48,500
38,500
47,500
53,500
50,500
45,500
40,500
43,500
43,500
43,500
47,500
49,500
51,500
48,500
54,500
51,500
52,500
44,500
47,500
53,500
51,500
49,500
46,500
53,500
52,500
55,500
45,500
49,500
53,500
51,500
53,500
51,500
52,500
50,500
53,500
45,500
55,500
53,500
48,500
48,500
46,500
51,500
43,500
53,500
51,500
46,500
52,500
48,500
48,500
48,500
52,500
48,500
48,500
53,500
48,500
54,500
52,500
48,500
52,500
56,500
52,500
48,500
38,500
53,500
48,500
52,500
32,500
49,500
55,500
53,500
48,500
53,500
43,500
52,500
50,500
46,500
53,500
55,500
53,500
53,500
53,500
53,500
53,500
53,500
51,500
53,500
48,500
47,500
52,500
47,500
42,500
50,500
53,500
53,500
52,500
53,500
48,500
50,500
53,500
53,500
51,500
53,500
56,500
52,500
53,500
50,500
54,500
50,500
45,500
48,500
55,500
51,500
52,500
53,500
47,500
49,500
50,500
53,500
57,500
53,500
48,500
53,500
49,500
53,500
52,500
48,500
47,500
49,500
55,500
56,500
54,500
53,500
48,500
53,500
53,500
47,500
48,500
58,500
48,500
56,500
50,500
50,500
48,500
52,500
48,500
52,500
48,500
53,500
52,500
55,500
50,500
52,500
49,500
53,500
53,500
51,500
53,500
57,500
53,500
53,500
49,500
53,500
52,500
