trial,teammate_id,reward_ep0
0,2,16
1,3,0
2,3,7
3,2,16
4,2,16
5,4,5
6,4,6
7,1,17
8,0,16
9,4,0
10,3,7
11,1,17
12,2,16
13,0,0
14,4,6
15,0,16
16,4,6
17,0,16
18,4,5
19,4,6
20,0,16
21,4,6
22,1,17
23,1,17
24,2,16
25,4,6
26,1,17
27,4,0
28,0,16
29,3,7
30,4,6
31,0,16
32,0,16
33,2,16
34,3,7
35,2,16
36,2,16
37,0,16
38,0,16
39,1,18
40,3,7
41,4,6
42,4,6
43,3,0
44,3,7
45,0,16
46,2,16
47,2,16
48,2,16
49,1,17
50,1,17
51,4,6
52,3,7
53,1,17
54,2,16
55,2,16
56,1,17
57,0,16
58,1,17
59,3,7
60,0,16
61,2,16
62,3,0
63,3,7
64,1,17
65,3,7
66,3,0
67,4,6
68,1,18
69,4,0
70,0,16
71,2,16
72,1,17
73,2,16
74,0,16
75,3,7
76,3,7
77,4,6
78,3,7
79,0,16
80,4,6
81,4,5
82,0,16
83,3,7
84,4,6
85,0,16
86,2,16
87,2,16
88,0,16
89,2,16
90,3,0
91,2,16
92,4,5
93,1,17
94,1,17
95,0,16
96,4,0
97,3,7
98,4,6
99,0,16
