trial,teammate_id,reward_ep0
0,4,5
1,3,1
2,1,16
3,0,14
4,0,14
5,1,16
6,4,6
7,2,16
8,3,2
9,3,1
10,4,5
11,2,16
12,1,16
13,1,16
14,2,0
15,3,1
16,3,2
17,2,16
18,1,16
19,4,6
20,4,5
21,2,16
22,4,6
23,3,2
24,4,5
25,2,0
26,2,16
27,2,16
28,4,5
29,3,2
30,3,1
31,0,14
32,1,17
33,0,13
34,3,1
35,2,16
36,0,14
37,1,17
38,1,16
39,3,0
40,4,5
41,4,6
42,0,14
43,2,16
44,4,6
45,0,14
46,1,17
47,3,2
48,0,14
49,1,17
50,1,16
51,2,16
52,2,16
53,1,17
54,1,16
55,1,17
56,4,5
57,4,5
58,4,6
59,2,16
60,2,17
61,3,1
62,3,1
63,4,5
64,0,14
65,3,1
66,4,5
67,0,14
68,3,1
69,4,5
70,0,14
71,2,0
72,2,16
73,1,17
74,2,16
75,3,1
76,1,16
77,2,0
78,3,1
79,3,1
80,4,6
81,4,6
82,4,6
83,4,5
84,1,17
85,2,16
86,1,16
87,2,16
88,2,16
89,0,14
90,2,16
91,4,6
92,0,14
93,4,6
94,3,2
95,0,14
96,3,1
97,4,6
98,2,16
99,2,16
