trial,teammate_id,reward_ep0
0,4,0
1,4,5
2,0,0
3,3,5
4,4,5
5,0,0
6,1,17
7,2,18
8,3,6
9,0,0
10,2,18
11,3,6
12,0,0
13,3,6
14,1,0
15,4,5
16,2,18
17,4,5
18,4,5
19,4,5
20,4,5
21,1,17
22,1,0
23,0,0
24,4,5
25,4,5
26,0,14
27,4,5
28,0,0
29,4,5
30,4,5
31,1,17
32,2,17
33,3,0
34,1,18
35,0,0
36,3,6
37,3,6
38,1,17
39,0,0
40,1,17
41,4,5
42,1,17
43,3,6
44,3,0
45,0,0
46,0,0
47,2,0
48,1,17
49,0,0
50,4,5
51,1,17
52,3,6
53,2,18
54,1,17
55,0,14
56,1,17
57,0,0
58,2,17
59,0,14
60,2,17
61,3,0
62,2,18
63,3,6
64,4,5
65,1,17
66,3,6
67,0,14
68,1,17
69,2,18
70,3,6
71,3,0
72,0,0
73,1,17
74,3,5
75,1,17
76,3,0
77,2,18
78,3,0
79,3,5
80,4,0
81,1,17
82,0,14
83,2,17
84,0,0
85,3,6
86,2,17
87,2,17
88,2,17
89,1,17
90,2,17
91,2,18
92,2,18
93,0,0
94,1,16
95,1,17
96,0,0
97,2,18
98,1,17
99,3,6
