trial,teammate_id,reward_ep0
0,0,0
1,3,5
2,3,6
3,0,0
4,0,14
5,0,0
6,0,14
7,1,17
8,2,17
9,0,0
10,1,17
11,4,5
12,3,6
13,3,5
14,4,5
15,2,18
16,3,5
17,1,17
18,0,14
19,2,18
20,3,6
21,4,5
22,0,0
23,2,17
24,2,18
25,0,0
26,2,17
27,2,17
28,2,17
29,1,17
30,1,17
31,2,18
32,1,17
33,1,17
34,0,0
35,3,6
36,2,17
37,3,0
38,1,17
39,4,5
40,3,6
41,4,5
42,4,5
43,2,17
44,1,18
45,2,17
46,4,5
47,2,18
48,1,17
49,3,0
50,2,17
51,3,6
52,0,0
53,2,17
54,1,17
55,0,14
56,2,17
57,3,0
58,4,5
59,1,17
60,2,17
61,2,17
62,2,17
63,2,17
64,4,5
65,3,5
66,4,5
67,4,5
68,1,17
69,0,0
70,4,5
71,0,14
72,0,0
73,2,17
74,2,17
75,1,17
76,2,17
77,1,17
78,4,0
79,3,6
80,4,5
81,3,6
82,0,0
83,0,0
84,0,14
85,0,0
86,3,6
87,4,5
88,4,0
89,3,6
90,4,5
91,4,5
92,0,14
93,4,5
94,4,5
95,4,5
96,3,6
97,1,18
98,2,17
99,4,5
