trial,teammate_id,reward_ep0
0,2,17
1,0,16
2,0,16
3,4,6
4,0,16
5,2,16
6,1,17
7,1,17
8,1,18
9,1,18
10,0,16
11,0,16
12,0,16
13,1,18
14,3,7
15,2,16
16,3,7
17,1,18
18,1,18
19,3,7
20,0,16
21,3,7
22,0,16
23,2,16
24,0,16
25,4,6
26,0,16
27,2,16
28,1,18
29,3,7
30,1,0
31,4,6
32,1,18
33,3,7
34,2,16
35,3,7
36,3,7
37,2,17
38,4,6
39,4,6
40,4,5
41,3,7
42,4,6
43,3,7
44,4,6
45,3,7
46,3,7
47,0,16
48,1,0
49,3,7
50,3,7
51,4,6
52,1,0
53,3,7
54,1,18
55,4,6
56,2,16
57,1,18
58,3,7
59,3,7
60,3,0
61,4,6
62,0,16
63,3,7
64,1,18
65,1,18
66,4,6
67,2,16
68,3,7
69,2,16
70,0,16
71,2,16
72,4,5
73,2,16
74,3,7
75,3,7
76,0,16
77,2,17
78,2,17
79,4,6
80,4,6
81,1,18
82,2,16
83,0,16
84,2,17
85,0,16
86,0,16
87,0,16
88,1,18
89,3,7
90,4,6
91,0,16
92,3,7
93,0,16
94,0,16
95,0,16
96,0,16
97,0,16
98,2,16
99,1,18
