Reward,Frames
20,500
22,500
26,500
30,500
26,500
22,500
28,500
23,500
17,500
28,500
26,500
24,500
26,500
25,500
24,500
26,500
27,500
17,500
22,500
23,500
23,500
22,500
24,500
27,500
26,500
26,500
21,500
28,500
22,500
18,500
27,500
21,500
28,500
14,500
25,500
23,500
23,500
23,500
17,500
22,500
28,500
20,500
27,500
25,500
21,500
24,500
23,500
25,500
25,500
26,500
25,500
26,500
27,500
23,500
25,500
26,500
28,500
27,500
30,500
28,500
22,500
21,500
25,500
20,500
21,500
26,500
20,500
23,500
25,500
23,500
22,500
27,500
19,500
28,500
27,500
22,500
25,500
22,500
18,500
24,500
28,500
19,500
23,500
17,500
21,500
25,500
28,500
24,500
26,500
26,500
28,500
23,500
26,500
27,500
17,500
25,500
25,500
25,500
22,500
23,500
25,500
25,500
26,500
21,500
26,500
27,500
26,500
22,500
21,500
23,500
22,500
22,500
26,500
31,500
21,500
27,500
23,500
28,500
26,500
18,500
27,500
20,500
23,500
25,500
22,500
27,500
30,500
27,500
27,500
23,500
28,500
26,500
26,500
25,500
18,500
24,500
25,500
25,500
23,500
28,500
30,500
23,500
27,500
31,500
23,500
25,500
23,500
27,500
24,500
20,500
26,500
25,500
23,500
28,500
27,500
24,500
25,500
22,500
25,500
26,500
31,500
27,500
25,500
23,500
28,500
27,500
26,500
27,500
21,500
20,500
24,500
21,500
27,500
20,500
27,500
23,500
28,500
28,500
25,500
25,500
26,500
28,500
26,500
19,500
22,500
25,500
23,500
26,500
23,500
30,500
26,500
29,500
22,500
24,500
27,500
25,500
23,500
25,500
20,500
26,500
25,500
25,500
27,500
25,500
27,500
25,500
30,500
23,500
24,500
23,500
22,500
27,500
25,500
28,500
30,500
21,500
28,500
27,500
26,500
25,500
31,500
26,500
28,500
26,500
27,500
23,500
25,500
26,500
27,500
26,500
26,500
23,500
25,500
23,500
25,500
29,500
26,500
26,500
26,500
27,500
27,500
27,500
23,500
26,500
25,500
27,500
28,500
28,500
27,500
25,500
23,500
30,500
26,500
27,500
27,500
25,500
28,500
28,500
25,500
26,500
27,500
23,500
25,500
27,500
22,500
26,500
27,500
28,500
24,500
30,500
22,500
20,500
26,500
27,500
30,500
25,500
24,500
26,500
22,500
25,500
20,500
21,500
23,500
26,500
26,500
27,500
25,500
27,500
26,500
25,500
25,500
22,500
27,500
22,500
20,500
25,500
20,500
22,500
25,500
23,500
27,500
20,500
27,500
27,500
27,500
27,500
25,500
26,500
12,500
21,500
26,500
28,500
22,500
24,500
28,500
25,500
26,500
23,500
21,500
29,500
20,500
23,500
11,500
20,500
26,500
25,500
26,500
21,500
16,500
19,500
22,500
24,500
22,500
26,500
12,500
25,500
21,500
25,500
21,500
28,500
27,500
22,500
26,500
20,500
17,500
21,500
23,500
24,500
22,500
22,500
7,500
17,500
17,500
14,500
20,500
21,500
23,500
18,500
25,500
16,500
18,500
23,500
23,500
22,500
22,500
25,500
23,500
15,500
23,500
21,500
22,500
27,500
23,500
18,500
25,500
18,500
13,500
22,500
28,500
27,500
26,500
23,500
20,500
16,500
18,500
20,500
18,500
18,500
25,500
22,500
25,500
23,500
23,500
23,500
31,500
23,500
23,500
21,500
25,500
25,500
22,500
30,500
25,500
20,500
25,500
18,500
21,500
19,500
23,500
24,500
23,500
25,500
22,500
27,500
22,500
18,500
23,500
27,500
26,500
25,500
20,500
22,500
22,500
26,500
15,500
27,500
25,500
18,500
28,500
24,500
25,500
22,500
28,500
26,500
27,500
25,500
23,500
25,500
21,500
27,500
25,500
26,500
28,500
21,500
25,500
25,500
23,500
28,500
25,500
23,500
25,500
27,500
27,500
23,500
23,500
27,500
31,500
25,500
29,500
23,500
20,500
25,500
26,500
26,500
27,500
25,500
26,500
23,500
25,500
26,500
27,500
25,500
22,500
25,500
25,500
28,500
27,500
27,500
26,500
28,500
26,500
26,500
27,500
28,500
31,500
26,500
27,500
26,500
28,500
27,500
31,500
31,500
26,500
30,500
28,500
28,500
26,500
26,500
25,500
29,500
26,500
30,500
27,500
28,500
25,500
28,500
30,500
30,500
25,500
28,500
27,500
27,500
32,500
25,500
25,500
25,500
27,500
25,500
26,500
30,500
30,500
25,500
28,500
27,500
27,500
30,500
26,500
27,500
31,500
27,500
28,500
27,500
25,500
27,500
25,500
25,500
31,500
27,500
30,500
30,500
30,500
30,500
25,500
27,500
26,500
26,500
27,500
28,500
27,500
25,500
26,500
29,500
30,500
32,500
32,500
26,500
31,500
26,500
28,500
29,500
31,500
31,500
31,500
28,500
29,500
30,500
27,500
30,500
32,500
31,500
30,500
27,500
27,500
30,500
29,500
29,500
23,500
28,500
27,500
27,500
28,500
30,500
27,500
32,500
30,500
31,500
26,500
30,500
28,500
31,500
30,500
31,500
27,500
32,500
32,500
31,500
30,500
36,500
31,500
32,500
28,500
32,500
28,500
33,500
32,500
31,500
31,500
27,500
30,500
27,500
28,500
32,500
33,500
33,500
32,500
28,500
31,500
31,500
34,500
32,500
32,500
33,500
31,500
31,500
35,500
32,500
31,500
30,500
30,500
32,500
30,500
32,500
31,500
30,500
30,500
31,500
33,500
29,500
30,500
26,500
27,500
31,500
35,500
32,500
28,500
27,500
31,500
32,500
28,500
31,500
31,500
35,500
25,500
33,500
34,500
27,500
31,500
30,500
29,500
30,500
32,500
30,500
30,500
32,500
31,500
30,500
35,500
32,500
31,500
32,500
35,500
31,500
31,500
31,500
31,500
30,500
31,500
34,500
31,500
30,500
32,500
31,500
32,500
27,500
32,500
35,500
31,500
28,500
30,500
34,500
32,500
31,500
34,500
30,500
32,500
31,500
32,500
32,500
34,500
32,500
32,500
26,500
34,500
35,500
32,500
30,500
30,500
32,500
31,500
33,500
31,500
36,500
27,500
31,500
28,500
29,500
29,500
35,500
35,500
36,500
31,500
27,500
31,500
32,500
32,500
32,500
32,500
33,500
35,500
32,500
31,500
35,500
31,500
32,500
33,500
26,500
36,500
33,500
32,500
32,500
31,500
33,500
35,500
32,500
26,500
30,500
30,500
31,500
31,500
36,500
33,500
35,500
32,500
35,500
35,500
33,500
32,500
33,500
37,500
32,500
35,500
32,500
35,500
31,500
32,500
31,500
32,500
33,500
32,500
35,500
32,500
35,500
35,500
36,500
36,500
35,500
36,500
35,500
32,500
30,500
31,500
35,500
36,500
33,500
32,500
34,500
35,500
32,500
32,500
36,500
32,500
35,500
37,500
35,500
34,500
33,500
35,500
38,500
32,500
32,500
37,500
34,500
35,500
34,500
37,500
36,500
35,500
31,500
35,500
36,500
33,500
31,500
42,500
36,500
33,500
38,500
37,500
36,500
34,500
33,500
33,500
37,500
35,500
41,500
36,500
38,500
31,500
27,500
35,500
37,500
36,500
35,500
34,500
