trial,teammate_id,reward_ep0
0,3,7
1,3,7
2,0,14
3,0,14
4,4,6
5,0,14
6,1,12
7,1,12
8,0,14
9,0,14
10,2,17
11,2,18
12,4,5
13,2,17
14,1,12
15,4,6
16,2,18
17,3,7
18,2,17
19,4,6
20,0,14
21,3,7
22,2,18
23,0,14
24,2,17
25,0,14
26,1,12
27,2,17
28,2,18
29,2,17
30,1,12
31,2,18
32,0,14
33,0,14
34,2,18
35,2,18
36,2,17
37,3,7
38,4,6
39,4,5
40,2,17
41,4,6
42,4,0
43,0,14
44,3,7
45,0,15
46,4,6
47,3,7
48,4,6
49,4,6
50,1,13
51,4,0
52,3,7
53,0,14
54,1,12
55,4,6
56,1,12
57,3,7
58,1,12
59,3,8
60,0,14
61,0,14
62,1,12
63,1,12
64,0,14
65,4,6
66,0,14
67,2,18
68,1,12
69,1,12
70,4,6
71,4,6
72,0,14
73,1,12
74,1,12
75,0,14
76,2,17
77,3,8
78,0,14
79,1,12
80,0,15
81,1,12
82,4,0
83,0,15
84,0,14
85,0,14
86,3,7
87,4,0
88,1,13
89,3,7
90,2,17
91,2,18
92,2,17
93,4,0
94,1,12
95,4,6
96,1,12
97,2,18
98,1,12
99,1,12
