trial,teammate_id,reward_ep0
0,3,7
1,3,7
2,3,7
3,3,7
4,1,17
5,0,1
6,2,17
7,1,18
8,3,7
9,1,17
10,4,7
11,0,1
12,3,7
13,4,7
14,0,1
15,2,18
16,1,17
17,3,7
18,4,7
19,0,1
20,4,8
21,4,7
22,2,18
23,0,1
24,0,1
25,3,7
26,2,18
27,3,6
28,3,7
29,2,18
30,1,18
31,3,7
32,2,18
33,0,1
34,3,7
35,0,1
36,4,7
37,0,1
38,3,7
39,0,0
40,1,18
41,3,7
42,1,18
43,3,7
44,3,7
45,2,18
46,4,8
47,0,1
48,2,18
49,1,18
50,2,18
51,2,18
52,4,7
53,4,7
54,1,18
55,0,1
56,4,7
57,2,18
58,0,1
59,2,18
60,3,7
61,1,17
62,3,7
63,3,6
64,3,7
65,0,1
66,4,7
67,1,17
68,4,8
69,3,6
70,1,18
71,0,1
72,3,6
73,4,7
74,1,18
75,4,7
76,0,1
77,4,7
78,0,1
79,2,18
80,2,18
81,4,7
82,1,17
83,2,18
84,1,17
85,3,7
86,2,17
87,0,1
88,2,18
89,0,1
90,1,18
91,0,1
92,1,18
93,2,18
94,3,7
95,4,7
96,4,8
97,0,1
98,2,17
99,3,7
