trial,teammate_id,reward_ep0
0,0,14
1,1,17
2,4,6
3,2,17
4,2,16
5,1,17
6,4,6
7,4,6
8,2,16
9,2,0
10,4,6
11,1,17
12,0,14
13,2,17
14,2,16
15,2,16
16,0,14
17,0,13
18,3,7
19,3,7
20,0,0
21,2,17
22,3,7
23,3,7
24,3,7
25,0,14
26,4,6
27,0,14
28,3,7
29,4,6
30,0,14
31,1,17
32,2,17
33,1,17
34,4,6
35,1,17
36,1,17
37,2,16
38,4,5
39,3,7
40,0,13
41,3,7
42,2,0
43,0,14
44,4,5
45,3,0
46,4,6
47,4,6
48,4,6
49,0,14
50,0,14
51,1,17
52,0,14
53,1,17
54,3,7
55,2,17
56,2,16
57,1,17
58,4,5
59,2,17
60,0,14
61,1,17
62,3,0
63,3,7
64,0,13
65,3,0
66,4,6
67,3,7
68,0,14
69,2,16
70,4,5
71,3,7
72,0,14
73,2,16
74,1,17
75,0,14
76,1,17
77,4,5
78,0,14
79,2,16
80,2,0
81,1,17
82,1,17
83,4,5
84,2,17
85,1,17
86,1,17
87,2,17
88,1,17
89,3,0
90,3,7
91,2,16
92,0,14
93,1,17
94,3,7
95,1,17
96,0,14
97,3,7
98,0,14
99,2,17
